Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,ASAS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
D2,19/09/2020,Wurzburger Kickers,Erzgebirge Aue,0,3,A,0,0,D,13,14,1,6,9,19,5,5,1,0,0,0
D2,20/09/2020,Greuther Furth,Osnabruck,1,1,D,1,1,D,18,14,4,5,21,17,6,6,4,3,0,0
D2,20/09/2020,Heidenheim,Braunschweig,2,0,H,1,0,H,10,14,3,4,21,10,4,5,1,2,0,0
D2,20/09/2020,Holstein Kiel,Paderborn,1,0,H,0,0,D,11,11,4,4,14,15,3,4,3,1,0,0
D2,21/09/2020,Bochum,St Pauli,2,2,D,1,0,H,16,11,8,4,15,12,7,0,1,3,0,0
D2,25/09/2020,Erzgebirge Aue,Greuther Furth,1,1,D,1,1,D,7,15,2,2,14,6,5,4,2,1,0,0
D2,25/09/2020,Osnabruck,Hannover,2,1,H,1,0,H,13,10,5,3,13,20,5,4,2,5,0,0
D2,26/09/2020,Braunschweig,Holstein Kiel,0,0,D,0,0,D,13,15,2,3,10,13,3,6,0,5,0,0
D2,26/09/2020,Darmstadt,Regensburg,0,0,D,0,0,D,15,16,6,3,13,20,8,7,1,3,0,0
D2,26/09/2020,Fortuna Dusseldorf,Wurzburger Kickers,1,0,H,0,0,D,12,15,4,5,15,11,5,5,6,2,0,0
D2,27/09/2020,Karlsruhe,Bochum,0,1,A,0,1,A,21,6,4,2,10,17,5,4,4,4,0,1
D2,27/09/2020,Nurnberg,Sandhausen,1,0,H,0,0,D,26,6,12,3,9,12,14,10,3,1,0,0
D2,27/09/2020,St Pauli,Heidenheim,4,2,H,2,0,H,9,19,4,6,7,11,2,9,1,1,0,0
D2,28/09/2020,Paderborn,Hamburg,3,4,A,3,2,H,9,15,5,9,12,9,7,6,3,2,0,0
D2,02/10/2020,Bochum,Osnabruck,0,0,D,0,0,D,18,12,3,1,8,12,3,7,3,3,0,1
D2,02/10/2020,Sandhausen,St Pauli,1,0,H,1,0,H,10,22,3,4,16,12,5,11,2,2,0,0
D2,03/10/2020,Hannover,Braunschweig,4,1,H,0,0,D,23,7,8,3,12,10,4,4,2,3,0,0
D2,03/10/2020,Heidenheim,Paderborn,0,0,D,0,0,D,11,6,3,3,8,11,4,4,0,1,0,0
D2,03/10/2020,Regensburg,Karlsruhe,1,0,H,1,0,H,9,11,3,4,17,18,1,3,4,5,1,0
D2,04/10/2020,Holstein Kiel,Fortuna Dusseldorf,2,1,H,1,0,H,9,14,6,2,9,15,5,4,0,4,0,1
D2,04/10/2020,Wurzburger Kickers,Greuther Furth,2,2,D,1,1,D,15,10,5,2,17,16,6,5,1,3,0,0
D2,05/10/2020,Nurnberg,Darmstadt,2,3,A,1,0,H,13,17,4,6,13,18,3,7,2,2,0,0
D2,17/10/2020,Braunschweig,Bochum,2,1,H,1,1,D,14,12,7,4,10,12,6,4,3,2,1,0
D2,17/10/2020,Greuther Furth,Hamburg,0,1,A,0,1,A,19,9,6,4,22,14,6,7,5,1,0,1
D2,17/10/2020,Karlsruhe,Sandhausen,3,0,H,2,0,H,20,10,10,5,16,18,6,6,3,4,0,0
D2,18/10/2020,Erzgebirge Aue,Heidenheim,2,1,H,0,0,D,13,25,7,10,12,14,2,6,1,2,0,0
D2,18/10/2020,Fortuna Dusseldorf,Regensburg,2,2,D,0,2,A,8,20,3,8,12,14,6,7,1,3,0,0
D2,18/10/2020,Paderborn,Hannover,1,0,H,1,0,H,15,15,4,3,8,8,3,2,2,0,0,0
D2,18/10/2020,Wurzburger Kickers,Holstein Kiel,0,2,A,0,1,A,11,6,2,1,14,15,4,1,4,4,0,0
D2,19/10/2020,St Pauli,Nurnberg,2,2,D,1,1,D,20,10,9,4,17,21,7,1,3,6,0,0
D2,21/10/2020,Hamburg,Erzgebirge Aue,3,0,H,1,0,H,9,2,6,2,9,12,7,1,0,1,0,0
D2,23/10/2020,Nurnberg,Karlsruhe,1,1,D,1,0,H,13,8,3,2,11,14,5,5,1,5,0,1
D2,23/10/2020,Regensburg,Braunschweig,3,0,H,1,0,H,23,13,7,4,9,10,8,6,1,2,0,1
D2,24/10/2020,Darmstadt,St Pauli,2,2,D,1,0,H,16,12,5,7,11,22,5,2,2,4,0,0
D2,24/10/2020,Hamburg,Wurzburger Kickers,3,1,H,0,1,A,22,8,3,1,9,7,9,3,1,3,0,0
D2,24/10/2020,Hannover,Fortuna Dusseldorf,3,0,H,0,0,D,12,0,5,0,13,15,5,0,2,2,0,1
D2,24/10/2020,Holstein Kiel,Greuther Furth,1,3,A,0,2,A,10,22,3,8,11,16,4,7,4,1,1,0
D2,25/10/2020,Bochum,Erzgebirge Aue,2,0,H,0,0,D,18,5,7,2,13,9,12,0,2,2,0,1
D2,25/10/2020,Heidenheim,Osnabruck,1,1,D,0,0,D,15,17,5,5,11,11,11,7,0,2,0,0
D2,25/10/2020,Sandhausen,Paderborn,1,1,D,1,1,D,9,15,3,4,14,18,4,5,4,3,0,0
D2,28/10/2020,Osnabruck,Darmstadt,1,1,D,0,1,A,13,12,6,5,10,16,2,8,2,2,0,0
D2,30/10/2020,Fortuna Dusseldorf,Heidenheim,1,0,H,1,0,H,11,10,3,2,12,14,4,5,2,4,0,0
D2,30/10/2020,Hamburg,St Pauli,2,2,D,1,1,D,17,13,4,3,11,17,11,2,1,1,0,0
D2,31/10/2020,Braunschweig,Nurnberg,3,2,H,1,2,A,12,17,3,5,14,12,1,6,2,1,0,0
D2,31/10/2020,Erzgebirge Aue,Holstein Kiel,1,1,D,1,1,D,18,7,8,1,15,7,6,1,2,3,0,1
D2,31/10/2020,Osnabruck,Sandhausen,2,1,H,2,0,H,18,4,9,3,12,21,6,4,1,3,0,0
D2,31/10/2020,Paderborn,Regensburg,3,1,H,1,1,D,9,7,3,3,9,17,8,1,1,2,0,0
D2,01/11/2020,Greuther Furth,Hannover,4,1,H,2,0,H,19,5,12,1,16,13,2,5,0,1,0,0
D2,01/11/2020,Karlsruhe,Darmstadt,3,4,A,2,1,H,14,15,7,7,17,12,7,5,3,1,1,0
D2,01/11/2020,Wurzburger Kickers,Bochum,2,3,A,2,2,D,12,9,5,4,13,21,3,8,2,6,0,0
D2,06/11/2020,Heidenheim,Wurzburger Kickers,4,1,H,1,0,H,17,13,9,3,17,19,7,0,1,3,0,0
D2,06/11/2020,Sandhausen,Braunschweig,2,2,D,2,0,H,14,9,10,4,16,15,5,7,2,2,0,0
D2,07/11/2020,Bochum,Greuther Furth,0,2,A,0,2,A,11,13,1,6,17,14,5,4,1,3,0,0
D2,07/11/2020,Hannover,Erzgebirge Aue,0,0,D,0,0,D,15,10,8,3,14,11,3,3,3,4,0,1
D2,07/11/2020,Nurnberg,Fortuna Dusseldorf,1,1,D,1,1,D,9,8,2,2,13,14,8,6,2,2,0,0
D2,08/11/2020,Darmstadt,Paderborn,0,4,A,0,3,A,4,25,2,13,11,13,1,8,5,3,1,0
D2,08/11/2020,Regensburg,Osnabruck,2,4,A,1,2,A,14,11,6,7,15,15,6,2,2,2,0,0
D2,08/11/2020,St Pauli,Karlsruhe,0,3,A,0,1,A,17,14,3,3,12,14,10,5,1,1,0,0
D2,09/11/2020,Holstein Kiel,Hamburg,1,1,D,0,1,A,8,8,5,3,12,9,3,7,1,0,0,0
D2,21/11/2020,Braunschweig,Karlsruhe,1,3,A,1,2,A,10,11,4,3,16,20,6,4,2,5,0,0
D2,21/11/2020,Fortuna Dusseldorf,Sandhausen,1,0,H,0,0,D,9,3,7,1,17,15,4,3,5,4,0,0
D2,21/11/2020,Holstein Kiel,Heidenheim,2,2,D,1,0,H,13,10,4,4,9,13,5,4,3,1,1,0
D2,21/11/2020,Paderborn,St Pauli,2,0,H,1,0,H,25,14,8,2,11,17,3,7,1,2,0,0
D2,22/11/2020,Erzgebirge Aue,Darmstadt,3,0,H,1,0,H,17,9,9,2,14,16,5,8,1,2,0,0
D2,22/11/2020,Greuther Furth,Regensburg,3,1,H,1,1,D,20,21,10,4,12,18,5,7,1,3,0,0
D2,22/11/2020,Hamburg,Bochum,1,3,A,0,1,A,11,15,3,9,15,15,4,8,1,2,0,0
D2,22/11/2020,Wurzburger Kickers,Hannover,2,1,H,0,1,A,11,6,6,3,15,16,1,1,4,1,0,0
D2,23/11/2020,Osnabruck,Nurnberg,1,4,A,0,3,A,13,10,4,6,15,10,1,2,2,2,0,0
D2,27/11/2020,Darmstadt,Braunschweig,4,0,H,4,0,H,12,10,7,1,10,13,5,3,0,4,0,0
D2,27/11/2020,St Pauli,Osnabruck,0,1,A,0,0,D,19,10,4,4,9,10,7,3,1,4,0,0
D2,28/11/2020,Karlsruhe,Paderborn,1,0,H,1,0,H,16,13,6,3,10,12,8,6,3,2,0,0
D2,28/11/2020,Regensburg,Wurzburger Kickers,2,1,H,0,0,D,14,8,7,3,20,15,8,6,6,2,0,1
D2,28/11/2020,Sandhausen,Erzgebirge Aue,1,4,A,1,2,A,14,16,3,7,11,11,9,4,2,2,0,1
D2,29/11/2020,Hannover,Holstein Kiel,0,3,A,0,0,D,16,7,3,3,15,2,8,1,3,1,1,0
D2,29/11/2020,Heidenheim,Hamburg,3,2,H,2,2,D,14,7,5,2,13,9,8,5,1,3,0,0
D2,29/11/2020,Nurnberg,Greuther Furth,2,3,A,1,2,A,18,10,6,6,13,11,5,0,0,0,0,0
D2,30/11/2020,Bochum,Fortuna Dusseldorf,5,0,H,1,0,H,16,7,9,0,12,7,6,3,2,2,0,1
D2,04/12/2020,Fortuna Dusseldorf,Darmstadt,3,2,H,0,0,D,13,9,4,5,11,11,1,5,1,2,0,0
D2,04/12/2020,Holstein Kiel,Bochum,3,1,H,1,1,D,12,17,6,7,11,18,4,5,0,1,0,0
D2,05/12/2020,Braunschweig,St Pauli,2,1,H,0,1,A,13,10,3,4,15,19,4,7,3,1,0,0
D2,05/12/2020,Greuther Furth,Heidenheim,0,1,A,0,0,D,9,6,3,3,9,16,3,5,1,2,0,0
D2,05/12/2020,Hamburg,Hannover,0,1,A,0,1,A,12,11,5,3,14,22,3,4,2,1,1,0
D2,05/12/2020,Osnabruck,Karlsruhe,1,2,A,1,0,H,11,17,5,5,11,21,9,3,0,3,0,0
D2,06/12/2020,Erzgebirge Aue,Regensburg,0,2,A,0,2,A,13,12,3,6,13,10,2,6,3,2,0,0
D2,06/12/2020,Paderborn,Nurnberg,0,2,A,0,1,A,13,7,2,3,15,13,5,3,4,3,0,0
D2,06/12/2020,Wurzburger Kickers,Sandhausen,2,3,A,1,1,D,6,14,3,5,11,19,6,3,1,5,1,0
D2,11/12/2020,Bochum,Paderborn,3,0,H,0,0,D,17,11,9,4,12,12,6,5,2,1,0,0
D2,11/12/2020,Sandhausen,Greuther Furth,0,3,A,0,2,A,8,14,2,7,17,17,8,5,3,0,0,0
D2,12/12/2020,Darmstadt,Hamburg,1,2,A,0,0,D,5,11,2,6,19,14,3,7,3,3,1,0
D2,12/12/2020,Heidenheim,Hannover,1,0,H,1,0,H,15,10,5,0,11,10,4,6,1,4,0,0
D2,12/12/2020,Regensburg,Holstein Kiel,2,3,A,1,2,A,8,9,2,6,20,9,6,3,4,2,0,0
D2,13/12/2020,Braunschweig,Osnabruck,0,2,A,0,1,A,5,14,0,10,14,20,2,4,2,3,0,0
D2,13/12/2020,Karlsruhe,Fortuna Dusseldorf,1,2,A,0,1,A,19,8,8,4,12,12,8,2,1,3,0,1
D2,13/12/2020,Nurnberg,Wurzburger Kickers,2,1,H,1,0,H,17,10,7,3,7,10,5,3,0,3,0,0
D2,13/12/2020,St Pauli,Erzgebirge Aue,2,2,D,0,1,A,20,9,7,5,12,8,8,2,4,1,0,0
D2,15/12/2020,Greuther Furth,Darmstadt,0,4,A,0,2,A,14,14,4,10,11,15,8,4,1,4,0,1
D2,15/12/2020,Hamburg,Sandhausen,4,0,H,1,0,H,10,17,4,5,19,10,4,10,5,1,0,0
D2,15/12/2020,Hannover,Bochum,2,0,H,1,0,H,17,9,11,2,24,13,5,4,2,3,0,0
D2,15/12/2020,Heidenheim,Regensburg,0,0,D,0,0,D,10,10,3,4,7,8,3,5,0,0,0,0
D2,16/12/2020,Fortuna Dusseldorf,Osnabruck,3,0,H,1,0,H,16,9,5,3,10,14,5,1,1,3,0,0
D2,16/12/2020,Holstein Kiel,Nurnberg,1,0,H,0,0,D,12,8,3,1,9,11,7,5,1,1,0,0
D2,16/12/2020,Paderborn,Braunschweig,2,2,D,2,1,H,7,11,3,4,17,13,2,2,5,2,1,1
D2,17/12/2020,Erzgebirge Aue,Karlsruhe,4,1,H,2,0,H,15,17,7,5,11,10,1,10,1,0,0,0
D2,18/12/2020,Bochum,Heidenheim,3,0,H,2,0,H,7,12,5,2,8,7,3,4,1,0,0,0
D2,18/12/2020,Regensburg,Hannover,0,0,D,0,0,D,10,7,3,3,12,10,8,5,3,1,0,0
D2,19/12/2020,Braunschweig,Greuther Furth,0,3,A,0,0,D,10,10,6,5,13,22,5,8,5,1,0,0
D2,19/12/2020,Darmstadt,Wurzburger Kickers,2,0,H,0,0,D,24,7,8,4,14,15,5,4,2,2,0,0
D2,19/12/2020,Osnabruck,Paderborn,0,1,A,0,0,D,10,19,3,7,14,14,1,9,1,5,1,1
D2,20/12/2020,Nurnberg,Erzgebirge Aue,1,0,H,1,0,H,12,16,4,3,18,13,3,5,2,2,0,0
D2,20/12/2020,Sandhausen,Holstein Kiel,0,2,A,0,0,D,5,13,0,5,15,10,4,6,1,1,1,0
D2,20/12/2020,St Pauli,Fortuna Dusseldorf,0,3,A,0,1,A,9,18,5,9,10,13,4,5,1,2,0,0
D2,21/12/2020,Karlsruhe,Hamburg,1,2,A,1,1,D,12,17,4,5,15,13,5,7,3,2,1,0
D2,02/01/2021,Bochum,Darmstadt,2,1,H,0,0,D,13,15,2,6,14,16,5,4,3,0,0,0
D2,02/01/2021,Heidenheim,Nurnberg,2,0,H,1,0,H,16,11,5,5,15,5,3,2,2,2,0,1
D2,02/01/2021,Wurzburger Kickers,Karlsruhe,2,4,A,1,3,A,15,9,4,5,12,17,7,4,2,6,0,1
D2,03/01/2021,Erzgebirge Aue,Braunschweig,3,1,H,1,1,D,9,12,6,3,11,12,4,6,2,4,0,0
D2,03/01/2021,Greuther Furth,St Pauli,2,1,H,2,0,H,23,3,5,2,13,23,13,2,1,4,0,0
D2,03/01/2021,Hamburg,Regensburg,3,1,H,2,1,H,23,13,11,8,9,23,6,7,2,4,0,0
D2,03/01/2021,Hannover,Sandhausen,4,0,H,1,0,H,18,8,11,2,12,18,8,5,2,5,0,0
D2,03/01/2021,Holstein Kiel,Osnabruck,1,2,A,0,2,A,21,11,4,7,12,10,6,1,1,0,0,0
D2,04/01/2021,Fortuna Dusseldorf,Paderborn,2,1,H,1,0,H,15,12,9,4,11,13,7,10,4,2,0,0
D2,06/01/2021,Wurzburger Kickers,St Pauli,1,1,D,1,0,H,11,11,3,3,19,22,2,5,2,6,0,1
D2,08/01/2021,Karlsruhe,Greuther Furth,3,2,H,2,2,D,10,16,6,8,13,15,6,5,3,1,0,0
D2,08/01/2021,Sandhausen,Heidenheim,4,0,H,2,0,H,24,9,11,5,9,11,7,2,1,2,0,1
D2,09/01/2021,Nurnberg,Hamburg,1,1,D,1,1,D,13,11,3,4,13,12,1,5,2,2,0,0
D2,09/01/2021,Osnabruck,Wurzburger Kickers,2,3,A,1,0,H,12,14,5,6,18,9,6,2,2,0,0,0
D2,09/01/2021,St Pauli,Holstein Kiel,1,1,D,0,0,D,19,12,5,3,10,13,7,5,2,1,0,0
D2,10/01/2021,Darmstadt,Hannover,1,2,A,0,1,A,16,15,11,5,12,12,7,8,2,1,0,0
D2,10/01/2021,Paderborn,Erzgebirge Aue,2,1,H,1,1,D,16,9,8,3,12,16,8,2,3,1,0,0
D2,10/01/2021,Regensburg,Bochum,0,2,A,0,0,D,9,11,1,7,16,15,4,8,2,2,0,0
D2,11/01/2021,Braunschweig,Fortuna Dusseldorf,0,0,D,0,0,D,2,7,0,4,15,16,3,2,4,2,0,0
D2,15/01/2021,Greuther Furth,Paderborn,1,1,D,1,1,D,22,11,5,5,17,19,6,3,3,0,0,0
D2,15/01/2021,Wurzburger Kickers,Braunschweig,0,0,D,0,0,D,15,5,3,4,14,17,6,2,3,6,0,2
D2,16/01/2021,Bochum,Nurnberg,3,1,H,1,1,D,14,12,6,3,16,17,5,2,2,1,0,0
D2,16/01/2021,Erzgebirge Aue,Fortuna Dusseldorf,0,3,A,0,1,A,12,17,1,8,9,18,2,3,1,3,0,0
D2,16/01/2021,Hannover,St Pauli,2,3,A,0,2,A,16,14,7,9,19,18,6,3,6,1,1,0
D2,17/01/2021,Heidenheim,Darmstadt,3,0,H,0,0,D,13,13,7,4,11,4,5,4,1,0,0,0
D2,17/01/2021,Holstein Kiel,Karlsruhe,2,3,A,0,2,A,15,18,5,6,7,9,11,7,4,2,0,0
D2,17/01/2021,Regensburg,Sandhausen,3,1,H,0,1,A,12,9,6,4,15,13,3,4,3,1,0,0
D2,18/01/2021,Hamburg,Osnabruck,5,0,H,2,0,H,7,11,5,2,9,14,9,6,0,1,0,0
D2,22/01/2021,Fortuna Dusseldorf,Greuther Furth,3,3,D,1,2,A,10,6,4,3,15,11,3,1,3,2,0,0
D2,22/01/2021,Osnabruck,Erzgebirge Aue,0,1,A,0,1,A,8,8,5,3,16,12,3,4,3,2,1,0
D2,23/01/2021,Braunschweig,Hamburg,2,4,A,2,1,H,8,11,2,6,18,15,9,5,3,0,0,0
D2,23/01/2021,Karlsruhe,Heidenheim,1,1,D,1,0,H,12,11,3,3,7,19,5,6,1,1,0,0
D2,23/01/2021,Paderborn,Wurzburger Kickers,1,0,H,1,0,H,9,5,5,2,8,21,1,4,1,3,0,0
D2,24/01/2021,Darmstadt,Holstein Kiel,0,2,A,0,1,A,16,15,6,5,16,9,8,7,5,0,0,0
D2,24/01/2021,Nurnberg,Hannover,2,5,A,1,2,A,18,11,8,7,10,10,5,3,2,1,0,0
D2,24/01/2021,Sandhausen,Bochum,1,1,D,1,0,H,8,12,3,4,20,9,7,7,5,1,1,0
D2,24/01/2021,St Pauli,Regensburg,2,0,H,1,0,H,8,11,3,3,14,19,2,7,3,3,0,0
D2,26/01/2021,Erzgebirge Aue,Wurzburger Kickers,2,1,H,0,0,D,16,12,4,6,8,15,6,3,2,4,0,0
D2,26/01/2021,Braunschweig,Heidenheim,1,0,H,1,0,H,17,9,6,5,7,10,9,9,1,2,0,0
D2,26/01/2021,Fortuna Dusseldorf,Hamburg,0,0,D,0,0,D,12,8,4,0,17,15,3,4,3,3,0,0
D2,26/01/2021,Osnabruck,Greuther Furth,0,1,A,0,1,A,3,12,0,3,24,14,4,4,3,1,0,0
D2,27/01/2021,Darmstadt,Sandhausen,2,1,H,1,1,D,17,11,5,4,18,9,6,10,1,4,0,0
D2,27/01/2021,Karlsruhe,Hannover,1,0,H,0,0,D,9,15,3,4,13,19,6,4,1,1,0,0
D2,27/01/2021,Nurnberg,Regensburg,0,1,A,0,0,D,8,13,4,2,12,20,2,6,3,3,0,0
D2,27/01/2021,Paderborn,Holstein Kiel,1,1,D,1,1,D,10,9,2,3,9,13,5,2,1,2,0,0
D2,28/01/2021,St Pauli,Bochum,2,3,A,2,2,D,6,18,3,5,16,10,1,5,0,1,0,0
D2,29/01/2021,Greuther Furth,Erzgebirge Aue,3,0,H,2,0,H,12,7,6,2,13,16,2,4,3,2,0,0
D2,29/01/2021,Wurzburger Kickers,Fortuna Dusseldorf,2,1,H,1,1,D,10,10,2,3,10,11,5,9,4,2,0,0
D2,30/01/2021,Hamburg,Paderborn,3,1,H,2,1,H,20,15,12,5,3,9,8,8,0,2,0,0
D2,30/01/2021,Holstein Kiel,Braunschweig,3,1,H,3,0,H,12,6,5,1,11,5,8,2,2,3,0,1
D2,30/01/2021,Regensburg,Darmstadt,1,1,D,0,1,A,16,9,4,2,18,24,7,2,4,3,0,0
D2,31/01/2021,Bochum,Karlsruhe,1,2,A,0,1,A,14,15,6,6,19,9,8,7,6,1,0,0
D2,31/01/2021,Heidenheim,St Pauli,3,4,A,1,2,A,21,14,4,7,20,13,6,0,5,2,0,0
D2,31/01/2021,Sandhausen,Nurnberg,2,0,H,1,0,H,9,19,3,5,19,5,6,10,3,0,0,0
D2,01/02/2021,Hannover,Osnabruck,1,0,H,0,0,D,15,6,8,1,9,6,12,3,0,2,0,0
D2,05/02/2021,Erzgebirge Aue,Hamburg,3,3,D,1,3,A,10,7,5,3,10,10,0,6,1,1,0,0
D2,05/02/2021,St Pauli,Sandhausen,2,1,H,0,0,D,14,8,7,2,14,12,7,3,1,3,0,0
D2,06/02/2021,Braunschweig,Hannover,1,2,A,1,2,A,14,13,6,7,16,21,7,3,2,4,0,0
D2,06/02/2021,Darmstadt,Nurnberg,1,2,A,0,0,D,18,12,7,7,9,11,2,5,1,1,0,1
D2,06/02/2021,Osnabruck,Bochum,1,2,A,0,2,A,13,14,5,11,15,16,5,7,2,6,0,0
D2,07/02/2021,Greuther Furth,Wurzburger Kickers,4,1,H,1,1,D,12,14,7,9,12,12,11,6,3,3,0,0
D2,07/02/2021,Karlsruhe,Regensburg,0,0,D,0,0,D,15,14,7,3,20,16,7,4,2,5,0,1
D2,08/02/2021,Fortuna Dusseldorf,Holstein Kiel,0,2,A,0,1,A,12,8,1,7,12,10,9,3,2,1,0,0
D2,12/02/2021,Hannover,Paderborn,0,0,D,0,0,D,11,11,2,3,13,11,6,5,2,0,0,0
D2,12/02/2021,Holstein Kiel,Wurzburger Kickers,1,0,H,0,0,D,16,8,7,1,6,15,3,2,2,0,0,0
D2,13/02/2021,Hamburg,Greuther Furth,0,0,D,0,0,D,18,5,3,1,13,16,9,5,3,4,0,1
D2,13/02/2021,Heidenheim,Erzgebirge Aue,2,0,H,1,0,H,22,9,13,1,16,12,8,4,5,4,0,1
D2,13/02/2021,Regensburg,Fortuna Dusseldorf,1,1,D,1,0,H,11,15,4,5,11,10,6,1,1,2,0,0
D2,13/02/2021,Sandhausen,Karlsruhe,2,3,A,2,0,H,14,16,8,5,15,15,2,6,1,2,0,0
D2,14/02/2021,Bochum,Braunschweig,2,0,H,2,0,H,14,8,6,2,12,15,7,2,0,2,0,0
D2,14/02/2021,Darmstadt,Osnabruck,1,0,H,1,0,H,16,13,6,5,15,11,6,7,1,1,0,0
D2,14/02/2021,Nurnberg,St Pauli,1,2,A,0,1,A,16,21,6,5,16,7,4,8,2,3,0,0
D2,19/02/2021,Braunschweig,Regensburg,2,0,H,0,0,D,12,19,3,6,18,13,3,10,1,1,0,0
D2,19/02/2021,Erzgebirge Aue,Bochum,1,0,H,1,0,H,19,17,9,6,9,13,4,8,0,2,0,0
D2,20/02/2021,Osnabruck,Heidenheim,1,2,A,0,1,A,9,17,4,4,13,16,8,8,3,1,0,0
D2,20/02/2021,Paderborn,Sandhausen,2,1,H,1,1,D,13,17,2,4,15,12,3,4,1,2,0,0
D2,20/02/2021,St Pauli,Darmstadt,3,2,H,1,0,H,15,16,6,5,13,21,2,4,2,2,0,0
D2,21/02/2021,Fortuna Dusseldorf,Hannover,3,2,H,1,1,D,6,10,3,5,9,13,1,4,5,3,1,0
D2,21/02/2021,Karlsruhe,Nurnberg,0,1,A,0,0,D,11,12,5,4,8,17,7,2,1,2,0,0
D2,21/02/2021,Wurzburger Kickers,Hamburg,3,2,H,2,0,H,11,8,6,5,16,10,5,5,0,2,0,1
D2,22/02/2021,Greuther Furth,Holstein Kiel,2,1,H,1,1,D,13,16,1,5,13,11,5,6,0,1,0,0
D2,23/02/2021,Paderborn,Heidenheim,2,2,D,1,1,D,19,10,7,5,8,15,4,4,2,2,0,0
D2,26/02/2021,Darmstadt,Karlsruhe,0,1,A,0,0,D,12,13,4,5,17,14,2,6,1,3,0,0
D2,26/02/2021,Regensburg,Paderborn,1,0,H,0,0,D,3,17,1,7,18,14,1,4,2,1,0,0
D2,27/02/2021,Bochum,Wurzburger Kickers,3,0,H,1,0,H,21,11,13,3,15,5,6,5,2,0,0,0
D2,27/02/2021,Hannover,Greuther Furth,2,2,D,1,0,H,5,9,4,4,14,15,1,7,4,2,0,0
D2,27/02/2021,Holstein Kiel,Erzgebirge Aue,1,0,H,0,0,D,10,8,6,2,3,15,3,6,0,2,0,0
D2,28/02/2021,Heidenheim,Fortuna Dusseldorf,3,2,H,1,0,H,9,17,4,8,16,7,4,6,1,1,0,0
D2,28/02/2021,Nurnberg,Braunschweig,0,0,D,0,0,D,9,9,1,0,15,16,3,4,1,3,0,0
D2,28/02/2021,Sandhausen,Osnabruck,3,0,H,1,0,H,13,7,4,4,15,14,5,4,1,1,0,1
D2,01/03/2021,St Pauli,Hamburg,1,0,H,0,0,D,14,10,4,3,14,14,5,4,5,1,0,1
D2,05/03/2021,Paderborn,Darmstadt,2,3,A,1,1,D,17,18,2,8,10,18,7,4,3,5,0,0
D2,05/03/2021,Wurzburger Kickers,Heidenheim,1,2,A,0,0,D,12,16,3,3,8,7,6,6,0,1,0,0
D2,06/03/2021,Erzgebirge Aue,Hannover,1,1,D,0,1,A,7,12,3,4,10,17,4,8,0,2,0,0
D2,06/03/2021,Greuther Furth,Bochum,1,2,A,1,1,D,12,9,3,3,19,10,9,3,1,2,0,0
D2,06/03/2021,Karlsruhe,St Pauli,0,0,D,0,0,D,12,11,3,4,14,15,5,2,1,1,0,0
D2,07/03/2021,Braunschweig,Sandhausen,1,0,H,0,0,D,12,11,5,0,12,16,6,3,3,3,0,1
D2,07/03/2021,Fortuna Dusseldorf,Nurnberg,3,1,H,0,0,D,17,17,6,8,13,11,6,5,2,1,0,0
D2,08/03/2021,Hamburg,Holstein Kiel,1,1,D,1,1,D,18,3,8,2,11,13,9,5,2,2,0,0
D2,12/03/2021,Bochum,Hamburg,0,2,A,0,1,A,7,8,1,3,19,16,10,1,2,3,1,0
D2,13/03/2021,Darmstadt,Erzgebirge Aue,4,1,H,2,0,H,18,13,6,5,15,7,6,3,3,3,0,1
D2,13/03/2021,Sandhausen,Fortuna Dusseldorf,0,0,D,0,0,D,4,19,0,8,10,13,4,12,4,2,0,0
D2,14/03/2021,Karlsruhe,Braunschweig,0,0,D,0,0,D,13,16,6,4,10,12,7,6,3,3,0,0
D2,14/03/2021,Nurnberg,Osnabruck,1,1,D,0,0,D,13,5,4,2,14,12,7,3,1,3,0,0
D2,15/03/2021,St Pauli,Paderborn,0,2,A,0,1,A,17,11,3,7,10,15,7,4,2,2,0,0
D2,17/03/2021,Regensburg,Greuther Furth,1,2,A,0,1,A,8,16,3,8,18,8,2,7,0,1,0,0
D2,19/03/2021,Paderborn,Karlsruhe,2,2,D,0,1,A,11,19,5,6,16,15,2,4,3,1,1,0
D2,20/03/2021,Braunschweig,Darmstadt,1,1,D,1,1,D,11,12,5,6,13,14,2,9,6,4,0,0
D2,20/03/2021,Erzgebirge Aue,Sandhausen,2,0,H,0,0,D,14,15,5,2,14,10,3,7,1,3,0,0
D2,20/03/2021,Hamburg,Heidenheim,2,0,H,1,0,H,18,11,6,3,8,12,4,7,0,1,0,0
D2,21/03/2021,Greuther Furth,Nurnberg,2,2,D,1,0,H,11,20,4,8,10,8,9,4,5,4,0,0
D2,21/03/2021,Osnabruck,St Pauli,1,2,A,0,0,D,13,14,3,4,14,15,3,6,1,1,0,0
D2,21/03/2021,Wurzburger Kickers,Regensburg,1,1,D,1,0,H,6,20,4,7,15,16,3,9,1,4,0,0
D2,22/03/2021,Fortuna Dusseldorf,Bochum,0,3,A,0,2,A,18,15,5,7,6,15,4,4,1,1,0,0
D2,03/04/2021,Bochum,Holstein Kiel,2,1,H,1,0,H,10,10,4,5,17,10,8,3,3,1,0,0
